,uname,message,like,oid,label
3074233889,高端银才,别人歧不视黑人关你什么事！你不歧视不黑黑人不就行了，老是站在道德制高点指责别人就是对的？谁都不配改变别人的想法，你说对不对。还有既然你们如此平等的看待黑人，一定是个三观超正，人品极好的人[支持]是不会对同胞出口成脏的吧[呲牙],18,841124054,1
3074227721,bili_74864263516,歧视不歧视不重要，重要的是当另一个种族强大后要奴役甚至灭绝我族人咋办？为了后代着想，趁早让异族滚蛋,1,841124054,1
3074191650,LAKERs中文,774播放就有两三个反黑逗士出现力，，,1,841124054,1
3074184446,热干面盖浇饭,曾经我们也是被歧视的种族啊！！！,6,841124054,1
3074190470,初音爱大河！,如果你直说不该歧视黑人，那你十有八九被白左忽悠了[doge],1,841124054,1
3074158148,夜半掌灯听风雨,"这个视频我曾经看过，
是之前发过然后被删了吗？",0,841124054,1
3074141531,老子的熊猫,三非黑人的问题再请教一下，我以前看的视频说都是合法手续到的中国，但是一落地就撕护照，想遣返都不知道要遣返回哪个国家，还是有专门的团体教的，另外黑人管生不管养，抛弃很多玩玩就丢的妇女和遗弃他们的混血黑孩，还有就是他们带来的治安问题，什么监狱里面一片黑之类的，我关心的是这些，把肤色抛开，你希望这样一群外国人来自己国家吗？,18,841124054,1
3074122070,肉丝炒豆饼,我们可以不歧视黑人，但是你先能让黑人别歧视我们吗？,132,841124054,1
3074109794,楼上小白兔叽,当有人赞叹黑人的体能体质音乐Rap，也有人贬低黑人都智商，然而为黑人智商素质洗地，却不谈为何能被承认的前者，当你对另一面视而不见的时候你就配不上公正一说，拉偏架的人比施暴者更加让人恶心（我赌我必会被举报，世界是矛盾对立的要允许有不同的声音）,14,841124054,1
3074117307,只有莫妮卡可以吗,冲锋队还没来,1,841124054,1
3074110527,肉丝炒豆饼,黑人不关我们的事，中国也没有种族歧视这个东西，中国自古以来没有黑人,72,841124054,1
3074100785,老子的熊猫,[哦呼]你说的这些黑人们知道吗,2,841124054,1
3074090283,知物主,作为黄种人我们只需要看我们看到的，看到好的就喜欢，看到不好的就讨厌，这有何问题？一个种族有问题必须自己去解决，而不是向其他种族去申求，甚至还申述特权。中国人到现在还被歧视，而且说确切点是敌视，然而我们自己站起来了，不是靠暴力，不是靠掠夺，更不是靠向别的种族去伸张诉求。,24,841124054,1
3074083144,SG-1453,"不足：①黑人科学家那段论据太少
②非洲文明那段搭配的视频不能代表当时撒哈拉以南非洲文明的最高发展水平，建议搭配一些建筑图或城市图",26,841124054,1
3074036524,被上的热评君,总之把。都是人。人本身就是一个族群。都是差不多的。只不过分散了。接触的环境不一样。所以就不同了。[doge],2,841124054,1
3074029383,药岩云芝,"中国是全世界最不种族歧视的国家
https://mp.weixin.qq.com/s?__biz=MzU1Mzk2MTc4Nw==&amp;mid=2247489091&amp;idx=1&amp;sn=fc096001f9716b31fa1e2665ece62fa4&amp;scene=21
这种事情 凡是个主权国家 都不可能发生殖民地我也没听说过 中国做到了。
这不能证明中国是最不种族歧视的国家",14,841124054,1
3074021429,SG-1453,等待小将ing,3,841124054,1
3073976924,雲丶霞CP,种族矛盾有阶级矛盾严重？,3,841124054,1
5081470259,怪兽桥,No Pasarán！,14,841124054,1
4831422902,莫斯科号重型潜艇,属于是德意志第三帝国了,42,841124054,1
4456621321,hydropenic,¡El pueblo unido jamás será vencido!,3,841124054,1
4058722248,建艺小心,http://tieba.baidu.com/p/5938619222?share=9105&amp;fr=share&amp;see_lz=0&amp;sfc=copy&amp;client_type=2&amp;client_version=11.5.8.3&amp;st=1612454873&amp;unique=5FB9EE8D0A292864111EB4D6AA1245A7,0,841124054,1
3721938950,泡泡係,这西班牙内战人民阵线不够强大啊,3,841124054,1
3721940828,泡泡係,网左还可以复读先辈的语录，从没见过种族骑士有什么理论支撑，整天拿着所谓的“DNA之父”的言论说话,22,841124054,1
3371446825,生产队书记王老汉,问道有先后，却无优劣之分。,1,841124054,1
3295116697,Elikotori,停顿听着难受,0,841124054,1
3224333109,野蛮的高乔人,我评论怎么没了？,0,841124054,1
3195853638,一元呐_,BV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7BhBV1kJ411Q7Bh,2,841124054,1
3195844298,一元呐_,@横刀跃马捣黄龙 BV1kJ411Q7Bh金灿荣说有30w黑人难不成你那些up比金灿荣还懂嘛？[支持][支持][支持],7,841124054,1
3195843104,一元呐_,BV1kJ411Q7Bh,0,841124054,1
3188451030,烛君ing,"矿泉水两块，可乐三块，尖叫四块，红牛六块，
你要非说这些饮料没有优劣我也无话可说",2,841124054,1
3171578452,哈库那玛溚塔,BV17z411v7sY,0,841124054,1
3146371895,毁灭驱策者,每过一段时间我就会来看看评论区，丰富我的黑名单。谢谢up下网。造福我等老左。,8,841124054,1
3118510034,改名字二硬币不讲价,up觉得非洲黑人好，那就去体验下呗,3,841124054,1
3078931452,秒内噶都洗噶喵内,大家别骂up住了，up家隔壁住了个黑老哥[doge],16,841124054,1
3078881537,账号已注销,看看为什么切格瓦拉为什么在非洲革命失败吧，大部分非洲人认识不到阶级的重要性，他们只在乎自己。就算你团结到了他们也没什么用，不拖后腿就不错了。[笑],20,841124054,1
3078822736,納米病毒,希望企业家引进黑人,0,841124054,1
3078730296,小-------源,我始终相信 一时被歧视是歧视问题  一直被歧视就是自己问题了 我们没被其实过？ 日本没被歧视过 美国没被歧视过？ 问题在于自己没有整体性的奋进努力  大部分就是懒惰能怪别人看不起？    每个人最基本的用脚投票的权利黑人没有？全球现代化几百年可有一个非洲国家起来了？ 就现在中东这样  也有国家 政府在抗争,7,841124054,1
3078688695,秋刀鱼的梦想,[嫌弃]别和那些反黑小将一般见识，我说黑人教育水平低导致这些问题不照样一堆说我慕黑，说我黑孝子的,4,841124054,1
3078651721,德拉诺尔,看了一下视频，up最好加个辟谣的标签,2,841124054,1
3078636149,仙人耀,当他们用平权口号索取特权的时候一切洗白都是苍白无力且别有用心的，而资本家本质上只认钱不认肤色，划分种族只是想让穷人互相残杀罢了。,6,841124054,1
3078626733,我是澜沧,"人的努力程度还没有达到要用基因优劣来比较的程度，举个例子，极速300和极速280的车子在普通道路上行驶是无法完全发挥本身的基础性能的。
再退一步，我问大家，这个世界是不是公平的透明的？是不是有少数既得利益的统治阶级和一大群被他们影响操控的普通人？这个世界上的主流思想是不是以资本主义为主的？你我新一代的人是不是都在学校里接受了真理的教育？全中国的人是不是都度过了美好的生活？
要是你对自己诚实，而且你是一个有普通的才智的人，你就会发现，这个世界本身就是有大问题的。这个根本问题不可能是一部分黑人造成的，就算黑人下一秒钟全部被传送到奥特曼星球去，难道世界就太平了？",2,841124054,1
3078577545,非常睿智的,回非洲去没人歧视黑人,0,841124054,1
3078434296,吾即使天选之人,突然想起一个以色列的一个维护黑人的女的了，一开始极力的维护黑人，有人支持她，然后被人发现她和黑人结婚老久了。[微笑],8,841124054,1
3078379136,pendorian,恁性焦虑逗士热血沸腾的25小时反黒，也不会恁的带来分毫性吸引力,5,841124054,1
3078334631,黑脸鬼,黑人里是有好人  但坏人更多   那人类绝大部分情况下就是经验主义    提前防范   有备无患   不过看到有一份黑吃黑的数据简直笑死我,8,841124054,1
3078335303,DDDDDDD大人,[吃瓜][吃瓜][吃瓜][doge],0,841124054,1
3078328796,臭臭泥巴酱,gdp？你物价涨得快，东西少，你算算gdp长得快不快,0,841124054,1
3078287727,秋水思伊人,BV1aE411f7bo,11,841124054,1
3078229231,账号已注销,暂时没空和反黑对线，帮忙转发吧[热词系列_保护],8,841124054,1
3078117765,缘何来哑,AV243624945,7,841124054,1
3078117235,账号已注销,希望评论区没有原旨教义派。这个比喊着祖宗之法不可变的腐儒恶心多了。[吃瓜],10,841124054,1
3078048583,账号已注销,别忘了串串和黑人也能上网的。[吃瓜],19,841124054,1
3078043828,秋水思伊人,BV1ta4y1Y7uT好好看看,8,841124054,1
3115717913,改名字二硬币不讲价,文字说明还不如去实地体验，干脆up你直接去非洲体验一下然后录个volg来更好说服我们岂不美哉[OK][OK],2,841124054,1
3086589165,林长任,我同意你们的嘲讽，国内键盘反黑斗士只会在网上叫喊，所以诸位不要做麻木的黄种人，看到诸如广州黑人咬护士，青岛黑人要中国人滚时，请挺身而出，共勉[抱拳],14,841124054,1
3083640849,NaglfarBoat,"我最奇怪的是三点
第一，不把所有黑人一竿子打死就是霉黑？
第二，所有反对zzqs的人都没接触过黑人？为啥一个在塞内加尔的up反对zzqs？
第三，为啥B站的人对于日本人就知道有好有坏，有左翼右翼，但却就直接对一个十多亿的群体一竿子打死呢？",54,841124054,1
3082652279,五十六春秋,在黑人整体犯罪率高，讨人厌的氛围中，如果不是真正有实力的精英黑人？很难赢得众人的喜欢与尊重。,11,841124054,1
3082586321,五十六春秋,众人反感的不是少数黑人精英得到好处和尊重，因为那本身就是他有实力，所以是应得的，可是黑整体犯罪率极端高，其他种族完全比不上，就现实而言，人们总是趋利避害的多，所以黑人种族是否接受？或者算是歧视与否？肯定拒绝和讨厌的人居多。,4,841124054,1
3081463051,VSK-94,赛博反黑斗士确实不行,4,841124054,1
3081367862,自闭老龟黑神川,"电视新闻报道黑人暴行我不信，接触过黑人的人诉苦我不信，我只相性同一物种没有差异，是大数据抹杀个例黑人良民导致大家以全概偏，黑人遭受歧视是大家的问题，黑人自身没有任何问题。
强烈建议学习法国接纳黑人，高举国际主义大旗，打倒反黑小将，经验主义放一边，zzzq大过天。[呲牙]",15,841124054,1
3080846408,自闭老龟黑神川,就算人和🦍关在一起会出现大量动物伤人事件，但是你们也不能因为这个就无视那些极少数不伤人的🦍，我们值得为了那些个例而无视绝大多数的比例去冒险接纳🦍，否则这就是赤裸裸的物种歧视。[妙啊]。,12,841124054,1
3080752554,不列颠的统治者,里德同志好[抱拳],11,841124054,1
3080699330,顺天一方,是谁在控评？一晚上下来，国际主义者不断被迫害，而法西斯暴徒们却在肆意妄为！答案一目了然,29,841124054,1
3080562856,自闭老龟黑神川,BV1gT4y1g7pH,8,841124054,1
3080351624,五十六春秋,究竟删了多少评论了？,9,841124054,1
3079815187,哈库那玛溚塔,"BV1BA411v7Ey
BV17v411B7UZ
BV1Q5411W7y4",8,841124054,1
3079743582,想去草原看日落,这个up主的经典套路就是:我说的都对，我查的都对，你毫无依据，你以偏盖全，你毫无证据。等你找到了真正颠扑不破的整理和证据的，他又开始不认账了，然后经典套路给你扣帽子。然后最后，说不过你了，就开始举报你。总之一句话，我全知全能。其实说白了，这种阿婆主打着反对反智主义的口号，搞着更反智的反智主义。,13,841124054,1
3079667004,哈库那玛溚塔,黑人打砸抢烧的画面配上《国际歌》，多么讽刺啊，无产阶级迫害的更弱的无产阶级，切格瓦拉看了直摇头。,12,841124054,1
3079631125,旧国的烟火,属于古希腊和罗马的很多公民能够把大部分时间用来从事政治、文化、艺术和体育的活动，而把体力劳动交给所谓的奴隶担任，这才是他们的文化才能够达到较高水平的前提及主要原因。,13,841124054,1
3079375702,向加泰罗尼亚致敬,水晶之夜冲冲冲,0,841124054,1
3079288950,三余无,外国人就是外国人,0,841124054,1
3079256336,wwm111666,这up明显是营销号 自己的声音都不用,9,841124054,1
3079049818,景10032,呵呵,6,841124054,1
3077638082,专注魔怔佐人,连不同的品种的狗 猩猩 猴子智商都不一样何况是人呢,12,841124054,1
3077504503,吾即使天选之人,南非甚至还是金砖国家之一，在非洲应该还算比较好了。,8,841124054,1
3077501599,吾即使天选之人,敢把海地和南非的犯罪率和艾滋率拿出来说一下？,24,841124054,1
3077402530,返祖遗传不值当,谣言。https://b23.tv/WC1fpc,11,841124054,1
3077359167,哈库那玛溚塔,黑人的懒惰和品行不端就连切格瓦拉都救不了。,15,841124054,1
3077211888,刀刀走吧,不歧视任何人种  只歧视素质低下要特权的人   不好意思 黑人比例太高了,14,841124054,1
3077190322,秋水思伊人,哦，删评小英雄让我看看评论区[偷笑],12,841124054,1
3076726075,シヤウホウ,建议反黑斗士多举报几个三非，而不是在这里攻击自己同族人,9,841124054,1
3076162602,陈rms,说得好,1,841124054,1
3075707266,五十六春秋,估计又是在删评论,11,841124054,1
3075663434,五十六春秋,我只说一个现实问题，谁愿意用自己的人身安全去试验黑人的素质品行？,17,841124054,1
3075629010,绝对没有啥名字让我起了,借一层说话，这评论里面有想洗纹身洗♠️Q的可以联系我，我可以给你优惠，而且对客户信息保密[吃瓜],10,841124054,1
3074964902,神文圣武凹凸公,根本就不是种族歧视，就是阶级矛盾，上层白人根本不歧视上层黑人，下层白人和下层黑人有啥区别么,39,841124054,1
3074952960,白-嫖の王,洗也洗不了，毕竟做的事在哪摆着呢,10,841124054,1
3074923745,哈库那玛溚塔,法国也是你这样想的，结果呢？,18,841124054,1
3074903197,1001-0010,喊红打红就是你吧？,0,841124054,1
3074899239,violet美学,我感觉现在评论区讨论的点，是黑人的普遍问题和我们对待黑人的逻辑问题，首先需要证明这种争议的观点需要数据统计，考虑地理发展水平人民受教育程度以及人文内容等等，目前我见到的大多是从自己的教育出发理解黑人，如果把亲身经历者集中网络调查一下，做个大致的参考模型，从数据中得出较客观的总结，中国讲究礼尚往来，他们人不行我们没必要从他们变成这样的原因去理解，这体现不了你的思维和善心，就目前而言我了解到的负面远远大于正面，我们做的仅仅需要去了解他们的文明分布区，那些国家的人普遍素质是可以和我们交流的，一味的反歧视和一味的歧视都不是能提供合理观点的依据，我更希望看到的是黑人中那些国家或人的素质是我们可以接受理解的，一味强调黑人在目前从个人私心来说对同胞确有不利，中国人现在需要的对外态度是既不卑不亢也不居高临下，如果黑人的负面影响不是社会能担负的，这责任可不单单是一些人的事而是全国的事，到这种问题的程度需要慎之又慎不能仅从自己的教育观点出发，更应该和实际调查结合，给大众合理的说法比单纯劝教不歧视更实际处理问题。,0,841124054,1
3074865667,涬Kay,我认同所有生命都重要，但你想表达的是不是只有黑人的命才重要？中国人从不欠黑人，从来没奴役过他们，你不要搞错了！,5,841124054,1
3074830604,嘶咳咳咳,我不管，黄种人牛逼,0,841124054,1
3074789837,天之力,白色，光明，黑色，邪恶，我们中间要亲近光明，远离黑暗，多涂防晒霜，哈哈[doge],3,841124054,1
3073013116,勃列日鸽夫,"不多说话
BV1Ms411n7Qk
BV1Ns411n7ec",14,841124054,1
3072944624,无面者教祖,[热词系列_知识增加],0,841124054,1
153955502048,chinazbol,这都能洗？[阴险],0,609351579,0
153929776304,泰介救言叶,犹太人在全球散居 各种混血，但还是能依照家族札记追溯自己的血缘，这一点文化优势真比不少民族优越得多。现代华人很多也都不修家谱 不祭宗祠，再到生育意愿都没有，就更别谈什么民族文化传承了,0,609351579,0
153921848160,絮雪凝忆,帮忙洗一下泽连斯基，谢谢,10,609351579,0
153910337184,Elvin_Linke,支持up,1,609351579,0
153890138816,账号已注销,日本人。同上,0,609351579,0
153698917104,bili_305098944,被低龄初中生和贴吧乐子人占领的新奋坑是没有几个人会认真看视频讲道理的,23,609351579,0
153550691840,月神夜神月月,如果大家这么喜欢以偏概全，把个体的行为往群体上靠，那么我要说的是，马克思也是犹太人！！！,24,609351579,0
153519100752,笨蛋笨蛋笨蛋本岛,我不喜欢犹太人，也不恨犹太人。但如果有人一直和我说犹太人有多惨，那我就要骂娘了。,1,609351579,0
153470670112,Asukashikinami,阿瓦隆实在太恐怖里,1,609351579,0
153264966192,弗兰肯的坏游戏,目前在中东活动的反以色列组织里，也有不少犹太人参加。,5,609351579,0
153258088832,三途川_慎悟,以色列的产生是经过大多数联合国成员投票决定的 具有不可撼动的合法性,0,609351579,0
153256831472,卬首,看个笑话，不管什么时候，武力是必要条件,0,609351579,0
153129209536,bili_1370264330,改变一个人的思想真的非常难,1,609351579,0
153054799408,种神,那么，如何评论,12,609351579,0
153000488144,李松鼠258,"犹太人：我们的祖先在上上上上上上上个世纪曾在此定居，所以现在我们理所应当的回到了这里，你们必须给我们土地建立国家
阿拉伯人：？？？你****
[滑稽]",17,609351579,0
152984393744,苏瓜蛋子,支持up！,0,609351579,0
152980521216,君煜昭,关注了，up，支持你[脱单doge],1,609351579,0
152965570624,半仙道兔,每天都能看到有人吵架的感觉，真好[tv_鬼脸],0,609351579,0
152863375968,红色在东方,支持！,0,609351579,0
152804354272,实在不知道什么名,说得对,0,609351579,0
163060959392,米瑞斯Miryth,@星游记官方,0,418788911,0
160466054704,天天快乐1211,哈哈哈，同意同意,0,418788911,0
154547783888,气球剑,[大哭],0,418788911,0
149184536608,我感觉我要吃栆药丸,彩虹海，我他妈来辣！[抓狂],1,418788911,0
145653604208,彬_混剪NV,刘北：版权回来了，主题曲你来写,0,418788911,0
141270582896,小dm不emo,重温,2,418788911,0
139441340816,就一滴水,新西游记能够带动我的情绪，克拉篇的时候，我热血沸腾，米龙篇的时候，一代米龙死的时候，我有点难受，但更多的是震撼感动，总之成分很复杂，里面很多台词都能让我眼前一亮，但现在的很多国漫很难让我有情绪波动，即使里面的主角再怎么强各种精通，但就是没有星游记中让人热血澎湃的感觉。怎么说呢？就像看小说中的各种版本龙王战神，他再怎么牛逼哄哄，也和我没关系。,0,418788911,0
124079533024,笛亚-萝卜嘞,来了,0,418788911,0
118405965312,云朵云朵你在哪,upup，可不可以出一个《one last kiss》的管弦乐呀，这个是eva动画片的歌，我搜了一下目前是有这类视频但是，都没有星游记这首清晰，就你要不采纳下?[doge],1,418788911,0
116531284928,ychym,我觉得恋爱告急前奏很像星游记的歌,0,418788911,0
113897425760,清风悦s,大大求背景封面,0,418788911,0
112566929072,噩梦start,所以所以所以有音频吗，求求了,0,418788911,0
111344511568,绿遍潇湘外,如听仙乐耳暂明啊！！！,0,418788911,0
110742493040,花心无敌暴龙,[热词系列_芜湖起飞],0,418788911,0
110164959936,不纯的黑与白,厉害,1,418788911,0
109550979728,五花咸鱼王,最爱星游记,0,418788911,0
109311353680,得想个独一无二的名字,卧槽，超震撼,0,418788911,0
109161004768,斯特木XY,感觉像大电影的结束曲,0,418788911,0
109038224560,_精神病_疯魔,或许没有彩虹海，那是父亲给麦当的目标为了让他变强的更快而给他一个找不到的梦想，让他可以一直强大，或许说不定麦当真能找到彩虹海，当强大的足够的时候不可能存在的就是存在的,0,418788911,0
108783692080,我就是我松哥,感谢  已经泪崩了,0,418788911,0
3073971167,王哲林,反黑小將即將到達戰場,11,841124054,1
3073935324,功夫小兔侠,美国也有流浪汉，南非也有有钱人，所以美国和南非一样有钱。黑人体育竞技有优势就是种族天赋，但是智商低就是后天教育不足。好家伙，优点全是黑人的，平均素质低就是低，我不需要知道为什么，看到了不对的我就讨厌，有什么不可以的？我又不是黑人，他们又不是我们国家的，他们又不是我们的盟友。有时间洗白陌生人，捧臭脚，不如把腰杆子挺直了做人，骂骂国内的慕洋犬和公知吧，你们这群人非蠢即坏。,81,841124054,1
3073810244,肆_虐,"加油。
我支持犯罪得到惩处，但也不希望无辜的人因为肤色被扣上犯罪者的标签。
这个世界的发展还太不完善，但如果是我的立场 在保护自己的前提下，我会帮助其它身为人的个体",21,841124054,1
3073807188,斯丹杰曼,里德？,9,841124054,1
3073727416,AC控,我只相信人人平等，在一样的法律框架下呗一样的限制翻了一样的法会得到一样的惩罚,7,841124054,1
